gene,chromosome,oe_lof_upper,pLI,mis_z
DOK5,20,0.834,0.00022609,0.91656
FZD9,7,0.834,0.0019309,2.0084
INPP5B,1,0.834,5.0487e-16,1.1148
SNRPN,15,0.834,0.043181,2.428
TMEM63A,1,0.834,1.3865e-12,1.2436
ADAMTS20,12,0.834,4.4533999999999996e-38,-0.6856
SLC13A3,20,0.834,9.4522e-07,1.4048
MGAT4C,12,0.834,0.00066172,1.1314
AKT1S1,19,0.834,0.111,0.64229
UQCRC2,16,0.834,2.8623e-06,0.95134
EYS,6,0.834,3.7216e-41,0.31762
NDUFV2,18,0.834,0.005576,-0.55491
TSPAN8,12,0.835,0.0055131,0.35245
AARS2,6,0.835,4.9777e-17,0.072469
TTC14,3,0.835,1.176e-09,0.29871
LAT2,7,0.835,0.00022295,-0.024837
BCAM,19,0.835,1.1032e-08,0.25324
IFIT2,10,0.835,0.25099,0.5218
TRAPPC3,1,0.835,0.25083,1.2034
SLC26A8,6,0.835,4.2638e-12,1.4362
TMEM65,8,0.835,0.11083,1.384
PDLIM2,8,0.836,0.00022117,0.086595
SYT5,19,0.836,0.001902,1.1943
MTIF2,2,0.836,3.7464e-10,-0.30216
CIAPIN1,16,0.836,0.0019035,1.1187
ARHGAP9,12,0.836,3.9385e-11,0.41428
PCDHGA9,5,0.836,1.0018e-07,0.42388
NLRP1,17,0.836,4.9693e-19,1.4888
RAB12,18,0.836,0.042786,1.6918
POLH,6,0.836,3.5414e-09,0.81695
AC104809.3,2,0.836,1.3883e-13,0.76094
RSRC1,3,0.836,7.4539e-05,0.094613
MAMSTR,19,0.836,0.0054856,0.57276
SLC16A6,17,0.836,0.0019063,1.8413
PPHLN1,12,0.836,3.3043e-08,0.76174
SNURF,15,0.836,0.4619,0.29944
KDM8,16,0.836,2.5238e-05,0.61454
PNMA1,14,0.836,0.042869,0.22143
GSN,9,0.837,3.8905e-11,0.96205
TATDN2,3,0.837,3.0137e-07,-0.053662
PHKB,16,0.837,1.5809999999999998e-21,0.29917
CEP164,11,0.837,4.8293e-27,0.34541
PARP4,13,0.837,4.8204000000000004e-27,0.12667
VAT1,17,0.837,0.0054627,1.414
DNAH7,2,0.837,1.3505e-71,-1.09
HLA-DQB2,6,0.837,0.042679,1.1392
HHAT,1,0.837,3.246e-08,0.054606
LSM7,19,0.837,0.46157,1.4328
DUSP3,17,0.837,0.46156,1.1311
MLYCD,16,0.837,0.00064816,-1.7585
SNX3,6,0.837,0.24928,1.7265
ISYNA1,19,0.837,2.4934e-05,1.2658
PDIA5,3,0.837,1.1464e-09,0.23836
C15orf59,15,0.837,0.10959,0.82547
KIAA1524,3,0.837,1.3591e-13,0.66855
NPY1R,4,0.837,0.042605,1.78
LANCL3,X,0.837,0.042661,0.14199
MCC,5,0.837,4.6577e-16,-0.88138
RNF180,5,0.837,2.7621e-06,0.62393
SPG20,13,0.838,2.967e-07,0.069929
SLCO4C1,5,0.838,1.0568e-08,-0.24294
TEP1,14,0.838,4.383e-49,0.078939
KRT13,17,0.838,0.00064096,-0.51619
RTFDC1,20,0.838,0.00064279,1.3151
QSOX2,9,0.838,9.8463e-08,0.63524
DCTPP1,16,0.838,0.46087,-0.19782
CDC20,1,0.838,3.0001e-07,1.8304
MCM10,10,0.838,4.3797e-15,-0.16703
NEU1,6,0.838,7.3441e-05,1.4218
ENAM,4,0.838,1.2999e-12,-0.4563
LALBA,12,0.838,0.4603,0.78794
RAB40C,16,0.838,0.01538,2.3424
ABCA5,17,0.838,4.7803e-27,0.37404
EEF1D,8,0.838,8.9931e-07,-0.082006
MRE11A,11,0.839,1.264e-12,0.13003
BOD1,5,0.839,0.24853,1.0892
IMPAD1,8,0.839,0.015288,0.83042
PRDM5,4,0.839,3.6003e-10,0.69759
ERCC6-PGBD3,10,0.839,2.6873e-06,0.3733
ACCS,11,0.839,8.9836e-07,0.22645
NARG2,15,0.839,1.3236e-13,-0.90554
CEP128,14,0.839,4.7156999999999997e-23,-0.32842
CWF19L2,11,0.839,3.9267e-12,-0.37565
ZNF350,19,0.839,0.000639,1.2398
CDC42BPG,11,0.839,4.5623e-26,1.3396
GGN,19,0.839,0.0018569,0.39493
CARS2,13,0.84,9.5929e-08,0.24941
GUCY1A3,4,0.84,3.1253e-08,0.68109
PLAUR,19,0.84,0.0053378,0.40576
TM7SF3,12,0.84,9.558e-08,0.89331
VEGFA,6,0.84,2.4085e-05,0.46738
VPS41,7,0.84,4.4224e-18,1.4817
C1orf43,1,0.84,0.0018462,0.47405
GIN1,5,0.84,2.4151e-05,0.3907
MMP11,22,0.84,2.4125e-05,0.65014
GDF10,10,0.84,0.0053478,0.58685
MGAM,7,0.84,1.0382000000000001e-35,-0.76078
NUP43,6,0.84,2.4136e-05,0.3537
MGME1,20,0.84,0.001847,-0.25778
TARS2,1,0.841,1.2185e-12,1.7709
VSTM2L,20,0.841,0.24663,0.20029
PER3,1,0.841,1.3661e-17,-0.10855
FAM184B,4,0.841,1.3466e-16,1.1229
ARMCX3,X,0.841,0.45882,1.7428
TARBP1,1,0.841,1.3937e-23,-0.42884
FBXO6,1,0.841,0.015153,-0.25126
MPP2,17,0.841,2.876e-07,1.5096
EBI3,19,0.841,0.10797,-0.27562
PI4K2A,10,0.841,8.744e-07,2.0183
LAMC3,9,0.841,1.3704e-23,-0.42986
RFTN2,2,0.841,7.921e-06,0.32926
MUC5AC,11,0.842,9.9887e-09,1.2577
ZCCHC17,1,0.842,0.0052857,0.29998
TMEM33,4,0.842,0.0052903,0.78782
BBS9,7,0.842,4.2117e-17,0.40365
EFCAB5,17,0.842,4.1975e-23,0.89029
STXBP2,19,0.842,3.0444e-08,0.481
DERL1,8,0.842,0.00021136,1.1192
C6orf132,6,0.842,8.6145e-07,1.8473
CABLES2,20,0.842,0.00020975,0.89343
FKTN,9,0.842,8.6576e-07,-0.046577
POR,7,0.842,3.4212e-10,-0.071711
FOXH1,8,0.842,0.041555,-2.5454
LARP7,4,0.842,9.3352e-08,-0.26785
PIK3IP1,22,0.842,0.015067,0.87268
PUS7L,12,0.843,2.5859e-06,-0.20083
C11orf68,11,0.843,0.24562,1.3326
ZIM2,19,0.843,0.001811,-0.14611
SLC45A3,1,0.843,0.0052658,1.5766
TROAP,12,0.843,3.5061e-11,0.4558
WISP3,6,0.843,0.00061942,0.16096
PRKAB1,12,0.843,0.0052573,1.2472
UFL1,6,0.843,1.1708e-12,0.18922
B3GALNT2,1,0.843,2.8116e-07,0.95122
JAM3,11,0.843,0.0006158,-0.86658
FAM104A,17,0.843,0.24589,-0.021557
KRT6A,12,0.843,7.0326e-05,-0.9475
ADSSL1,14,0.843,2.8155e-07,-0.032849
MYO5C,15,0.844,7.8146e-37,0.48217
CUTC,10,0.844,0.0006107,0.58464
RP11-192H23.4,17,0.844,6.9568e-05,0.51992
LIAS,4,0.844,2.3146e-05,1.2534
KIAA0930,22,0.844,6.9792e-05,1.7224
NIPAL3,1,0.844,6.9573e-05,0.6751
FHL3,1,0.845,0.0017791,0.7935
FES,15,0.845,3.7916e-15,1.7631
CCDC40,17,0.845,3.8155e-17,-0.1809
STRA8,7,0.845,0.00060861,1.2815
TMEM19,12,0.845,0.0052014,0.41747
NR2C2AP,19,0.845,0.24422,-0.23917
URB2,1,0.845,1.2188e-17,-0.3758
C9orf84,9,0.846,3.7079e-22,1.3227
CCDC102A,16,0.846,6.8219e-05,0.75434
SLC9B2,4,0.846,7.5781e-06,-0.053075
KRT14,17,0.846,0.00020311,0.8353
PDXDC1,16,0.846,3.4641e-12,0.46605
ETV4,17,0.846,2.8688e-08,0.55795
FXYD1,19,0.846,0.24395,0.52504
ANKLE2,12,0.847,1.0099e-10,0.34259
NUGGC,8,0.847,3.387e-12,0.82605
TMEM59L,19,0.847,0.0006,0.90052
VSIG8,1,0.847,0.00020192,0.85548
TADA2A,17,0.847,9.2222e-09,1.4636
BTNL3,5,0.847,0.00059654,0.67667
DDX53,X,0.847,0.66167,0.0051921
SPATA2L,16,0.847,0.040562,-0.25621
SMYD2,1,0.847,2.4631e-06,1.2796
TTC6,14,0.847,1.0591e-25,0.73228
VPS72,1,0.847,0.00020208,1.5746
PRRT4,7,0.847,0.00059626,1.674
TLR6,4,0.847,2.2508e-05,0.93614
RGS9,17,0.847,1.1251e-14,0.038095
MTL5,11,0.848,2.2276e-05,1.1633
LRRC37A3,17,0.848,3.0883e-10,-0.12014
FRRS1,1,0.848,2.9703e-09,0.57047
GTF2F2,13,0.848,0.00020055,1.2872
DDB2,11,0.848,7.397e-06,1.2171
PTGDS,9,0.848,0.0050922,0.53078
MECR,1,0.848,2.2332e-05,0.11076
TNFRSF10B,8,0.848,0.00019928,-0.67048
HOXD8,2,0.848,0.10544,-1.4161
IQGAP3,1,0.848,2.3959e-33,0.64234
JRKL,11,0.848,0.00020034,1.7418
MYO7A,11,0.848,1.6097e-38,1.0726
PTAFR,1,0.848,0.24232,1.4466
UBE2C,20,0.848,0.10513,0.5049
OLIG1,21,0.849,0.66074,1.4223
MFAP5,12,0.849,0.0050619,0.32197
CCDC12,3,0.849,0.040132,0.41826
CDHR2,5,0.849,3.4271000000000003e-20,0.37188
CCSAP,1,0.849,0.10496,1.4616
CDC26,9,0.85,0.66035,0.73247
FKBP10,17,0.85,2.3826e-06,0.71284
CTNNA3,10,0.85,1.0225e-12,-1.1149
ZNF667,19,0.85,2.3796e-06,0.57102
TMEM249,8,0.85,0.10458,0.885
PTCH2,1,0.85,3.4086e-16,0.78477
FTO,16,0.85,8.364e-08,0.56199
CD101,1,0.85,3.2831e-13,0.36005
WDR17,4,0.85,9.654700000000001e-25,0.48592
L3MBTL4,18,0.85,3.1e-11,0.39708
CA3,8,0.85,0.0017251,0.55462
GPR45,2,0.85,0.10453,1.291
UNG,12,0.85,0.0017247,0.056006
HHIPL1,14,0.851,2.3678e-06,1.5853
CPLX3,15,0.851,0.24027,0.51328
LIPE,19,0.851,9.7458e-12,0.95158
MTCP1,X,0.851,0.45211,1.6369
MROH8,20,0.851,3.3158e-16,0.73083
KIAA1644,22,0.851,0.039764,0.20614
RNF149,2,0.851,0.00057831,1.1359
TMEM163,2,0.851,0.039734,1.7669
TPH2,12,0.851,2.5364e-07,0.99786
KIF22,16,0.851,9.1697e-10,0.14111
ARHGEF25,12,0.851,2.9481e-10,0.93258
SLC35G2,3,0.851,0.039734,0.42449
WDR25,14,0.852,2.1449e-05,0.63743
C4orf32,4,0.852,0.65948,0.41202
HIPK4,19,0.852,2.1439e-05,1.2055
DCAF13,8,0.852,8.943e-10,-0.68923
SMAD9,13,0.852,6.4444e-05,0.52209
NUCB1,19,0.852,8.1576e-08,0.93288
BNIP2,15,0.852,6.4641e-05,-0.24831
CCHCR1,6,0.852,1.0122e-16,1.9063
FAM47E,4,0.852,0.0017029,1.8408
IPO4,14,0.852,1.0269e-18,1.0959
TTC21B,2,0.852,2.704e-26,-0.40884
DDX56,7,0.852,8.2145e-08,-0.22968
MICA,6,0.852,0.0049697,0.80165
GPN2,1,0.852,0.01424,0.17118
CYB5R3,22,0.853,0.00019204,-0.41888
AK7,14,0.853,3.0553e-13,0.48664
SCG2,2,0.853,2.1176e-05,-0.075054
GSTP1,11,0.853,0.014155,-0.33408
MANEAL,1,0.853,0.004939,0.37706
C14orf1,14,0.853,0.23926,1.3935
PLAU,10,0.853,2.3058e-06,0.66446
TMEM35,X,0.853,0.65922,1.0684
CCDC104,2,0.853,2.1256e-05,-0.068652
WDR76,15,0.853,2.7667e-09,0.46165
DNAJB1,19,0.853,0.039437,0.13135
TNFSF11,13,0.853,0.0049159,0.92878
ERO1LB,1,0.853,2.7587e-09,0.9114
F13B,1,0.853,8.9128e-10,0.56823
PLCB2,15,0.853,3.0661e-20,1.5135
TCEA2,20,0.854,0.00056849,1.667
FERMT1,20,0.854,2.9163e-11,0.7798
IFT20,17,0.854,0.10302,0.1154
MALRD1,10,0.854,9.376499999999999e-21,0.29614
CDH3,16,0.854,2.7988e-10,0.079754
TRIM32,9,0.855,0.0016684,0.82684
TWF1,12,0.855,2.087e-05,0.91933
LIMA1,12,0.855,2.7465e-10,1.5116
ST8SIA5,18,0.855,0.00056385,0.89551
SHMT2,12,0.855,7.8195e-08,1.5225
CYGB,17,0.855,0.10249,0.84556
ZBTB39,12,0.855,0.00018848,-0.090891
PUS1,12,0.855,0.0016656,0.29138
SOX3,X,0.855,0.44948,2.2112
PROM2,2,0.855,9.4559e-15,0.92199
ANKRD18A,9,0.856,8.7789e-11,0.68404
FAM21C,10,0.856,9.0284e-13,-0.0090884
NICN1,3,0.856,0.038834,0.76864
OSTF1,9,0.856,0.001656,0.43077
CCDC82,11,0.856,2.383e-07,0.083404
SLC43A3,11,0.856,2.232e-06,0.47483
MYH6,14,0.856,1.5952e-32,0.85843
STARD3NL,7,0.856,0.0048432,0.78193
AC004381.6,16,0.856,2.7972e-11,1.5541
OCA2,15,0.856,2.9064e-13,-0.83309
MFSD11,17,0.856,6.7806e-06,1.097
ARHGAP28,18,0.856,2.629e-09,0.7847
LMOD2,7,0.857,0.00055222,0.27082
SIRT7,17,0.857,0.0005562,0.8852
SNX19,11,0.857,8.8349e-12,-0.57868
CATSPERG,19,0.857,8.5007e-21,1.3843
NOC3L,10,0.857,2.8342e-14,0.44577
RAB27B,18,0.857,0.038714,0.17622
GCGR,17,0.857,2.2154e-06,1.6628
LARS2,3,0.857,8.9333e-17,1.3313
STK11IP,2,0.857,8.598e-20,0.50895
TBC1D31,8,0.857,8.6043e-20,0.90571
ACACB,12,0.857,7.6499e-47,1.5694
GOLT1A,1,0.857,0.23676,0.5971
CRTAP,3,0.857,0.00055361,-0.44062
CDK2AP1,12,0.857,0.44839,1.4196
USH2A,1,0.857,1.5692e-94,-2.4736
XDH,2,0.857,2.5889999999999998e-22,-1.4541
CYP26C1,10,0.857,0.0016358,0.058494
HAVCR2,5,0.857,0.03866,0.63507
TBL2,7,0.858,0.00018452,0.57776
TMEM45A,3,0.858,0.0047645,0.63152
ACTG1,17,0.858,0.0047837,3.16
C16orf47,16,0.858,0.44753,0.2611
ARSD,X,0.858,0.0016285,1.0875
DDAH2,6,0.858,0.013773,2.3146
VAMP7,X,0.858,0.013777,0.65631
IFT122,3,0.858,2.3816000000000002e-24,0.34618
SNAPC2,19,0.858,0.10137,-1.4565
PCYT1A,3,0.858,2.024e-05,1.6361
DCAF12,9,0.858,2.187e-06,1.5466
WDR62,19,0.859,2.3562e-23,0.66703
SDHA,5,0.859,2.6088e-10,0.74492
CRISPLD2,16,0.859,7.8157e-09,-1.6001
ZMYND10,3,0.859,2.3034e-07,0.93184
RAX,18,0.859,0.10092,0.18932
STK33,11,0.859,2.1656e-06,0.49027
ARG2,14,0.859,0.00018207,0.34431
ARHGAP18,6,0.859,8.4436e-12,0.71744
FAM19A5,22,0.859,0.44685,1.5269
CCDC135,16,0.859,2.7576e-15,0.7341
KCNJ13,2,0.859,0.013685,1.9334
ZNF639,3,0.86,0.00054196,1.2659
GPD2,2,0.86,8.1316e-11,0.72425
PEX10,1,0.86,0.00054204,-0.2942
BCAS1,20,0.86,6.9521e-07,-0.25043
VPS37C,11,0.86,0.038236,-0.014201
NDUFC2-KCTD14,11,0.86,0.65668,0.38566
GLB1,3,0.86,7.9215e-10,0.79419
PAM16,16,0.86,0.23509,-0.51105
LOXL3,2,0.86,2.6584e-13,1.5649
NEK9,14,0.86,8.2095e-18,2.504
PRSS54,16,0.86,0.10056,0.48847
MRPL10,17,0.86,0.10076,0.083267
SELE,1,0.86,7.9058e-10,-0.12519
VTI1A,10,0.86,0.00054173,0.16032
CD9,12,0.86,0.0047221,0.87413
VIL1,2,0.861,2.6433e-14,0.9009
ORC5,7,0.861,2.115e-06,0.62821
CLVS2,6,0.861,0.013557,1.8014
GPR4,19,0.861,0.10018,2.5313
NXF2,X,0.861,0.44568,1.477
CREBZF,11,0.861,0.1003,0.12646
PARK2,6,0.861,6.9346e-07,-0.86282
FAM117A,17,0.861,5.9668e-05,1.4898
SPIRE2,16,0.861,2.4375e-09,-0.2588
SNAP29,22,0.861,0.013567,-0.87194
STK36,2,0.862,7.1492e-22,1.1219
CDS2,20,0.862,6.8645e-07,2.4002
NSMCE2,8,0.862,0.037899,0.81515
DBP,19,0.862,0.23376,1.5963
RAD54B,8,0.862,8.1173e-13,0.92549
KIAA1875,8,0.862,2.095e-23,3.1684
AP1S1,7,0.862,0.099959,1.7441
CD163L1,12,0.862,5.791e-26,1.229
LRRC55,11,0.862,0.037827,0.43843
ARL9,4,0.862,0.44485,0.074151
PLA2G6,22,0.862,2.4837e-10,1.2142
NEK1,4,0.862,1.9084e-25,1.0701
DLAT,11,0.863,2.2998e-08,0.41685
NLGN4Y,Y,0.863,0.099388,1.4184
LRRC3B,3,0.863,0.44415,2.1044
PINLYP,19,0.863,0.65544,0.5685
SLC38A10,17,0.863,2.426e-10,0.56554
UBE2G2,21,0.863,0.099496,1.8
CCDC174,3,0.863,7.142e-08,0.044131
FOXS1,20,0.863,0.23329,0.43424
PCOLCE,7,0.863,5.8392e-05,0.15996
FAM134B,5,0.863,6.3577e-06,0.59749
FZD10,12,0.863,0.00052847,0.058656
FGF1,5,0.863,0.44406,0.46439
GALNT3,2,0.863,7.4143e-09,0.3862
MDFIC,7,0.863,0.037611,-0.28936
SH2D4B,10,0.863,6.3396e-06,0.096349
NARS2,11,0.863,7.1092e-08,-0.75918
TRPV2,17,0.863,7.9184e-13,1.7097
ENO1,1,0.864,1.914e-05,0.83826
GPSM2,1,0.864,7.6958e-11,1.2552
SPDYE4,17,0.864,0.001569,0.33811
ADAM15,1,0.864,2.4409e-16,1.0693
RNF212,4,0.864,0.0015645,0.070595
PROC,2,0.864,1.9118e-05,0.88339
GALT,9,0.864,2.0533e-06,0.91493
HN1L,16,0.864,0.23277,0.44756
ABCA6,17,0.864,5.1099e-27,-0.49147
C11orf82,11,0.864,2.338e-09,0.255
FAM21B,10,0.864,0.00052748,1.8732
FAM47E-STBD1,4,0.865,0.0045836,1.7521
TUBA3C,13,0.865,0.004574,1.7758
FABP3,1,0.865,0.44326,0.42228
SCAMP4,19,0.865,0.0045692,0.20096
MANEA,6,0.865,0.00052273,-0.0062674
THAP7,22,0.865,0.013291,0.38465
HCRTR1,1,0.865,0.00017378,1.2976
FAM20A,17,0.865,2.1513e-07,-0.021121
TBRG1,11,0.865,0.00017381,0.8118
CARNS1,11,0.865,2.0274e-06,1.0276
KLF10,8,0.865,0.0045769,1.39
PIGU,20,0.865,1.9003e-05,0.72101
GFI1B,9,0.865,0.00052334,0.49628
MCIDAS,5,0.865,0.013264,1.8829
C14orf105,14,0.866,0.00051722,0.071392
IFT52,20,0.866,2.0125e-06,1.444
ITGAD,16,0.866,2.0033999999999997e-21,0.84986
TCIRG1,11,0.866,2.3981e-13,0.62686
OR52I2,11,0.866,0.44271,-0.92337
LRRC31,3,0.866,2.0007e-06,-0.1496
ZSCAN12,6,0.866,2.1145e-07,1.9044
N4BP3,5,0.866,5.7046e-05,-0.13043
EFCAB4B,12,0.866,7.4288e-12,0.92823
BTBD9,6,0.866,7.0655e-09,1.9329
RNF133,7,0.866,0.037191,-0.38089
POLK,5,0.866,7.4692e-13,0.28752
PDE6C,10,0.866,2.323e-16,1.1397
RNF219,13,0.866,6.8612e-08,-0.15138
ADCYAP1R1,7,0.866,7.2275e-10,1.3913
DNAJC9,10,0.867,0.0045264,0.1208
HTR2C,X,0.867,0.037023,1.2063
PIGH,14,0.867,0.2307,0.94818
ATP5F1,1,0.867,0.0015286,-0.0050212
VWA7,6,0.867,2.3119e-11,1.0148
TADA3,3,0.867,5.6509e-05,2.1155
ANKRD55,5,0.867,6.7577e-08,0.17053
IL17RC,3,0.867,2.3004e-14,0.092445
TRIM14,9,0.867,0.004522,0.81687
C3orf58,3,0.867,0.00051408,1.0317
BCKDK,16,0.867,5.6598e-05,1.6373
CATSPERB,14,0.867,6.8843e-18,1.34
ZNF471,19,0.867,6.0899e-06,0.98615
CMTM4,16,0.867,0.23064,1.1458
ZNF7,8,0.867,2.1025e-07,0.22724
HIRIP3,16,0.867,1.9797e-06,-0.82132
BUD31,7,0.867,0.23109,1.3394
RAB11FIP1,8,0.867,7.3324e-11,0.66458
TMEM150C,4,0.867,0.013116,1.5243
SYNC,1,0.867,1.8569e-05,0.66755
GPR139,16,0.867,0.036904,0.91128
ALAD,9,0.868,5.6185e-05,1.231
FGFR4,5,0.868,7.1917e-13,1.1852
SLC30A6,2,0.868,6.906e-09,0.026599
PLA2R1,2,0.868,3.2312e-30,0.35062
THEMIS,6,0.868,1.9597e-06,-0.58292
ST7L,1,0.868,2.2024e-09,0.58284
NXPH4,12,0.868,0.22997,1.4566
MDK,11,0.868,0.23005,0.33149
OPLAH,8,0.868,6.9736e-17,0.26532
POLR3B,12,0.868,1.6812e-23,3.1978
ANKRD31,5,0.868,1.8697e-21,1.6928
GPR20,8,0.868,0.441,0.75002
LPIN3,20,0.869,2.251e-13,0.65165
LTV1,6,0.869,6.5796e-08,0.43906
LPAR2,19,0.869,0.036658,1.8494
SLC2A12,6,0.869,5.551e-05,1.3058
DDX55,12,0.869,2.1088e-08,0.65312
SLC24A4,14,0.87,2.2032e-11,0.80467
ACOX2,3,0.87,2.1841e-10,0.50188
MRPS27,5,0.87,1.9215e-06,0.023115
TTLL1,22,0.87,5.9095e-06,1.4633
LSR,19,0.87,6.5186e-08,-0.62911
TMEM240,1,0.87,0.22904,1.5461
TRAF3IP3,1,0.87,2.1912e-12,0.71421
ARHGDIA,17,0.87,0.03642,1.2041
NEUROD4,12,0.87,0.097046,-0.56705
LCMT1,16,0.871,1.789e-05,0.62756
TBCK,4,0.871,2.0935e-15,0.50336
ZNF91,19,0.871,0.43919,-0.55474
ELN,7,0.871,2.1429e-14,0.048424
STK3,8,0.871,6.2043e-07,1.5771
IFRG15,1,0.871,0.439,1.5763
MARS2,2,0.871,5.4482e-05,0.2995
BANF1,11,0.872,0.6518,1.4299
ZNF862,7,0.872,6.7801e-12,0.32694
ZNF699,19,0.872,5.7677e-06,0.85078
ENTPD7,10,0.872,2.125e-11,0.87825
MTURN,7,0.872,0.43876,0.92725
COL23A1,5,0.872,6.6455e-13,0.69551
FBF1,17,0.872,1.7393000000000002e-20,1.0597
FGFR1OP2,12,0.872,0.00049643,1.0436
SLX4,16,0.872,1.5676e-22,-1.8817
TIMM8A,X,0.872,0.65195,1.1492
SIDT1,3,0.872,6.5084e-15,-0.11044
AC037459.4,8,0.872,0.012737,-0.66462
MCM9,6,0.872,6.6222e-14,1.4525
SLC35D3,6,0.872,0.036075,1.0741
CH25H,10,0.873,0.2272,0.38213
TJAP1,6,0.873,1.7649e-05,0.43425
PDLIM1,10,0.873,0.0014717,0.76305
OBSCN,1,0.873,1.8605e-164,-1.1449
ZIC4,3,0.873,0.00049286,-0.11324
CASP7,10,0.873,5.3589e-05,0.70291
DHPS,19,0.873,0.00016305,-0.39259
DLL3,19,0.873,5.3576e-05,0.32947
ZNF529,19,0.873,5.3601e-05,0.77983
SLC35C2,20,0.873,0.0014698,1.2269
MRPS31,13,0.873,5.38e-05,0.10179
DPM1,20,0.873,0.00016237,0.37836
RAD50,5,0.873,3.4392000000000004e-27,1.25
HGFAC,4,0.874,1.9843e-08,-0.58043
TRIM59,3,0.874,0.0014575,0.50381
LEPROT,1,0.874,0.43754,0.70785
OR10A7,12,0.874,0.43751,-1.0388
VSX1,20,0.874,0.035854,0.48191
MRPL48,11,0.874,0.004333,0.94273
PYGM,11,0.874,2.033e-13,0.046884
ALMS1,2,0.874,4.4999e-60,-2.9912
CCDC47,17,0.875,6.1333e-08,1.0395
TIGD2,4,0.875,5.29e-05,0.48602
OTOF,2,0.875,5.3804e-39,-0.28849
MATN2,8,0.875,6.249e-14,1.6689
CEBPG,19,0.875,0.43688,-0.057419
MPND,19,0.875,5.2689e-05,0.30969
FHOD1,16,0.876,1.8119e-16,0.93076
NPY2R,4,0.876,0.035526,0.81242
PARD6G,18,0.876,0.095027,1.8442
HS3ST6,16,0.876,0.43595,-0.036648
SUCLG1,2,0.876,0.00048193,-0.21721
TRNT1,3,0.876,0.00015886,-1.146
TRAFD1,12,0.876,1.9412e-08,0.61542
POLR2F,22,0.876,0.012528,0.88503
KCTD15,19,0.876,0.035511,1.1699
HLCS,21,0.876,1.9208e-08,0.14775
KBTBD3,11,0.876,5.5685e-06,0.84181
PLD1,3,0.876,4.7758e-21,0.18406
PCDHA1,5,0.876,6.0001e-08,-0.33419
KRI1,19,0.876,6.0373e-15,0.13922
DDX59,1,0.876,5.8502e-07,0.77906
NDP,X,0.876,0.65042,0.96913
RPGRIP1,14,0.876,1.2632e-23,0.24811
POLR3A,10,0.876,1.2821e-23,2.3065
NMNAT1,1,0.877,0.035353,0.62663
CYP19A1,15,0.877,1.7022e-05,0.53532
IMPA1,8,0.877,0.00047793,0.43517
LRRC45,17,0.877,1.9572e-11,1.02
PRDX3,10,0.877,0.0042426,0.058386
FOCAD,9,0.877,7.2122e-37,-2.9255
PTGES3L-AARSD1,17,0.877,1.9415e-09,0.2222
COL25A1,4,0.877,1.6393e-18,1.4487
ZFP3,17,0.877,0.0014304,1.4896
LMLN,3,0.877,1.8746e-14,1.8959
SKIV2L,6,0.877,1.2931e-22,1.8508
LAPTM4A,2,0.877,0.0042449,-0.049025
FBXO7,22,0.877,5.7858e-07,-0.43985
ARNTL2,12,0.878,6.0435e-10,0.38887
LRRC10,12,0.878,0.43469,0.38952
CARD8,19,0.878,1.7672e-06,0.92313
HSDL2,9,0.878,5.1377e-05,0.90373
ZNF436,1,0.878,5.1273e-05,0.97497
OBSL1,2,0.878,9.9902e-26,0.006846
C8orf88,8,0.878,0.43502,0.63318
GRPR,X,0.878,0.22444,0.72477
PCGF6,10,0.878,5.1527e-05,0.77944
GPRC5C,17,0.878,0.00047422,0.52346
SLC37A4,11,0.878,1.6748e-05,0.0022631
STRC,15,0.878,1.7748e-15,1.269
HFE2,1,0.878,0.0042363,-0.15249
NHLRC1,6,0.878,0.094266,0.49521
UBXN6,19,0.878,5.4834e-06,-0.58645
AGK,7,0.878,5.9973e-09,0.75506
COLGALT1,19,0.878,5.9074e-08,0.5229
FREM3,4,0.878,1.5219000000000002e-19,2.9704
EIF2A,3,0.878,6.0385e-09,1.0978
VDR,12,0.878,1.6787e-05,1.0582
XPNPEP3,22,0.879,1.8555e-08,-0.099488
CPM,12,0.879,1.6604e-05,1.9681
SKAP1,17,0.879,1.8196e-07,0.7862
MOB1B,4,0.879,0.035037,0.43136
GABPB2,1,0.879,5.413e-06,0.84597
CR2,1,0.879,4.7399e-19,0.79301
PCDHA5,5,0.879,5.8373e-08,-0.41406
CTSA,20,0.879,5.8984e-09,0.4807
SERPINB9,6,0.879,0.012327,0.0067027
LRRC8E,19,0.879,1.7415e-06,0.36843
TULP3,12,0.879,1.7488e-06,0.25717
SDR9C7,12,0.879,0.012329,0.63305
GCG,2,0.88,0.034814,-0.13372
NUDT5,10,0.88,0.001405,0.52309
IFT74,9,0.88,5.7205e-13,-1.0698
RNASEH2A,19,0.88,0.0041807,0.19295
ACR,22,0.88,0.012215,0.44696
AIDA,1,0.88,0.00015469,0.9551
CYB5B,16,0.88,0.093498,-0.20819
C1orf228,1,0.88,1.6479e-05,1.5244
LIMS2,2,0.88,5.0526e-05,0.37282
TSC22D3,X,0.88,0.4339,1.0337
FBXL18,7,0.88,0.00015442,1.7955
SARDH,9,0.88,5.2689e-16,0.67895
OR51J1,11,0.88,0.43398,0.30636
PCDHGB3,5,0.88,1.7899e-07,-0.27848
A1CF,10,0.88,5.9218e-10,0.99035
SYNPR,3,0.88,0.0041913,0.41918
SDR16C5,8,0.88,0.01224,-0.26075
AQP1,7,0.881,0.093302,0.54442
